specimenID,platform,libraryPrep,libraryPreparationMethod,isStranded,readStrandOrigin,runType,readLength,assay,RIN,rnaBatch,libraryBatch,sequencingBatch,libraryType,sampleBarcode,totalReads,validBarcodeReads,numberCells,medianGenes,medianUMIs,libraryID,referenceSet,libraryVersion,DV200
R2830542.28,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124240,,,
R2830542.29,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124280,,,
R2830542.3,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101311,,,
R2830542.30,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124217,,,
R2830542.31,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101267,,,
R2830542.32,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124239,,,
R2830542.33,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124235,,,
R2830542.34,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124237,,,
R2830542.35,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124268,,,
R2830542.36,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101309,,,
R2830542.37,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124250,,,
R2830542.38,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124278,,,
R2830542.39,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101286,,,
R2830542.4,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124285,,,
R2830542.40,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124263,,,
R2830542.41,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124213,,,
R2830542.42,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124194,,,
R2830542.43,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124212,,,
R2830542.44,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124209,,,
R2830542.45,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124216,,,
R2830542.46,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124256,,,
R2830542.47,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124207,,,
R2830542.48,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124230,,,
R2830542.49,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124248,,,
R2830542.5,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101302,,,
R2830542.50,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101287,,,
R2830542.51,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124258,,,
R2830542.52,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124269,,,
R2830542.53,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101323,,,
R2830542.54,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124282,,,
R2830542.55,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101300,,,
R2830542.56,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124238,,,
R2830542.57,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124242,,,
R2830542.58,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124221,,,
R2830542.59,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101316,,,
R2830542.6,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101271,,,
R2830542.60,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124261,,,
R2830542.61,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101315,,,
R2830542.62,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101304,,,
R2830542.63,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124255,,,
R2830542.64,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101313,,,
R2830542.65,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101299,,,
R2830542.66,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124222,,,
R2830542.67,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101318,,,
R2830542.68,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101266,,,
R2830542.69,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124288,,,
R2830542.7,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101291,,,
R2830542.70,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124227,,,
R2830542.71,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124233,,,
R2830542.72,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101268,,,
R2830542.73,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101282,,,
R2830542.74,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101352,,,
R2830542.75,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124206,,,
R2830542.76,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101274,,,
R2830542.77,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101312,,,
R2830542.78,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101329,,,
R2830542.79,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101296,,,
R2830542.8,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124266,,,
R2830542.80,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101280,,,
R2830542.81,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124198,,,
R2830542.82,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101355,,,
R2830542.83,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101324,,,
R2830542.84,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101297,,,
R2830542.85,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124243,,,
R2830542.86,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124225,,,
R2830542.87,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124196,,,
R2830542.88,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101321,,,
R2830542.89,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124281,,,
R2830542.9,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124265,,,
R2830542.90,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124220,,,
R2830542.91,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124252,,,
R2830542.92,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124274,,,
R2830542.93,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101306,,,
R2830542.94,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101292,,,
R2830542.95,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124267,,,
R2830542.96,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124270,,,
R2830542.97,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-101276,,,
R2830542.98,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124219,,,
R2830542.99,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124228,,,
R2880377,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124552,,,
R2880377.1,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124497,,,
R2880377.10,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124500,,,
R2880377.11,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204084,,,
R2880377.12,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124528,,,
R2880377.13,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124550,,,
R2880377.14,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124517,,,
R2880377.15,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124569,,,
R2880377.16,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204071,,,
R2880377.17,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204038,,,
R2880377.18,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204077,,,
R2880377.19,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124558,,,
R2880377.2,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124570,,,
R2880377.20,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124567,,,
R2880377.21,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124548,,,
R2880377.22,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204058,,,
R2880377.23,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204033,,,
R2880377.24,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204005,,,
R2880377.25,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124505,,,
R2880377.26,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124563,,,
R2880377.27,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204008,,,
R2880377.28,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204042,,,
R2880377.29,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124490,,,
R2880377.3,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124530,,,
R2880377.30,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204095,,,
R2880377.31,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124566,,,
R2880377.32,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124506,,,
R2880377.33,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124509,,,
R2880377.34,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124494,,,
R2880377.35,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124546,,,
R2880377.36,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124568,,,
R2880377.37,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204064,,,
R2880377.38,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124572,,,
R2880377.39,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124541,,,
R2880377.4,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124553,,,
R2880377.40,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124533,,,
R2880377.41,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124503,,,
R2880377.42,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124560,,,
R2880377.43,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124575,,,
R2880377.44,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204078,,,
R2880377.45,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204050,,,
R2880377.46,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124493,,,
R2880377.47,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124547,,,
R2880377.48,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124521,,,
R2880377.49,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204017,,,
R2880377.5,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204051,,,
R2880377.50,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204041,,,
R2880377.51,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204032,,,
R2880377.52,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204047,,,
R2880377.53,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204073,,,
R2880377.54,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124492,,,
R2880377.55,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204016,,,
R2880377.56,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124537,,,
R2880377.57,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124538,,,
R2880377.58,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124520,,,
R2880377.59,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124507,,,
R2880377.6,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124495,,,
R2880377.60,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204021,,,
R2880377.61,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124573,,,
R2880377.62,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124498,,,
R2880377.63,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124549,,,
R2880377.64,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124565,,,
R2880377.65,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124544,,,
R2880377.66,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204019,,,
R2880377.67,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204009,,,
R2880377.68,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124571,,,
R2880377.69,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204004,,,
R2880377.7,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124501,,,
R2880377.70,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124513,,,
R2880377.71,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204052,,,
R2880377.72,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204048,,,
R2880377.73,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124540,,,
R2880377.74,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204039,,,
R2880377.75,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124512,,,
R2880377.76,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124524,,,
R2880377.77,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204091,,,
R2880377.78,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124576,,,
R2880377.79,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204024,,,
R2880377.8,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204066,,,
R2880377.80,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124516,,,
R2880377.81,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204083,,,
R2880377.82,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124562,,,
R2880377.83,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124485,,,
R2880377.84,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204070,,,
R2880377.85,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204067,,,
R2880377.86,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204013,,,
R2880377.87,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-124574,,,
R2880377.9,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-204023,,,
R2895885,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10595,,,
R2895885.1,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106107,,,
R2895885.10,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106116,,,
R2895885.100,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106144,,,
R2895885.101,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10606,,,
R2895885.102,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10622,,,
R2895885.103,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10608,,,
R2895885.104,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106196,,,
R2895885.105,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106182,,,
R2895885.106,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10604,,,
R2895885.107,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10637,,,
R2895885.108,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10618,,,
R2895885.109,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10650,,,
R2895885.11,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106129,,,
R2895885.110,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106191,,,
R2895885.111,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106175,,,
R2895885.112,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10610,,,
R2895885.113,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10578,,,
R2895885.114,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106147,,,
R2895885.115,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106155,,,
R2895885.116,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10660,,,
R2895885.117,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106163,,,
R2895885.118,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10642,,,
R2895885.119,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106165,,,
R2895885.12,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106148,,,
R2895885.120,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10586,,,
R2895885.121,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106145,,,
R2895885.122,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10634,,,
R2895885.123,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10655,,,
R2895885.124,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10651,,,
R2895885.125,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10582,,,
R2895885.126,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106160,,,
R2895885.127,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106120,,,
R2895885.128,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10657,,,
R2895885.129,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10616,,,
R2895885.13,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10641,,,
R2895885.130,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106185,,,
R2895885.131,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106136,,,
R2895885.132,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106134,,,
R2895885.133,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106162,,,
R2895885.134,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106169,,,
R2895885.135,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10605,,,
R2895885.136,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106113,,,
R2895885.137,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10599,,,
R2895885.138,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10648,,,
R2895885.139,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10615,,,
R2895885.14,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10625,,,
R2895885.140,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10624,,,
R2895885.141,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10601,,,
R2895885.142,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106127,,,
R2895885.143,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106149,,,
R2895885.144,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10570,,,
R2895885.145,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10621,,,
R2895885.146,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D16-10612,,,
R2895885.147,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106109,,,
R2895885.148,HiSeq2000,,Smart-seq2,,,singleEnd,40,snrnaSeq,,,,,,,,,,,,D17-106122,,,
